"drug" "test.cindex" "train.cindex" "testindex.sd" "trainindex.sd" "genecount"
"10001" 0.519833488058517 0.525134968773542 0.121279147396595 0.0303145717672401 27
"10002" 0.508448911301364 0.531107385055288 0.26742149997374 0.0355493786480905 19
"10003" 0.562108084076444 0.539635960470653 0.19732370852917 0.0375497879416891 12
"10004" 0.49638105565646 0.51976961583616 0.271802749084384 0.0399912627037386 49
"10006" 0.584760559606766 0.55991184369404 0.13107950345227 0.0428586984799654 69
"10008" 0.488691601381592 0.5376192479632 0.195866874562033 0.0598666943268331 115
"10011" 0.715840810473736 0.597305244343973 0.156083865352075 0.0200388645542779 151
"10013" 0.518101836654779 0.528081944203696 0.229481350160122 0.0401947792819468 59
"10014" 0.608081358774661 0.58531932680465 0.169930685719414 0.0279840478490649 100
"10017" 0.486408005828169 0.469522441440286 0.149901776897635 0.045250559873506 22
"10018" 0.694629535389057 0.614950019760434 0.138904628701502 0.0450364336540776 96
"10020" 0.517447154355869 0.585501408476696 0.254753832818404 0.0259314504216592 146
"10021" 0.500209790745916 0.564780388288272 0.232342994426511 0.0419680145768488 218
"10023" 0.614673933551598 0.559164712559607 0.182836671444644 0.0208889801051192 73
"10024" 0.637383795794813 0.590059937515618 0.161261248867941 0.0457579669848607 312
"10027" 0.644110889725387 0.580555329879193 0.242125355792771 0.039905270605289 142
"10028" 0.488285560469731 0.502107416754776 0.189915833564198 0.0449090714036638 33
"10036" 0.596845890375437 0.561248055886319 0.154021887204256 0.0503833691170744 120
"10037" 0.464667509649957 0.494866142798844 0.196251152199826 0.0385710568547958 35
"10038" 0.658358548826026 0.571148906415223 0.176977036631297 0.030655387303935 38
"10040" 0.63187135973075 0.555832526278676 0.1780055120068 0.033345665312467 288
"10041" 0.575743826483219 0.539615203198217 0.1671983586309 0.0465534233498963 78
"10042" 0.543939817243198 0.514169299934893 0.179089064156188 0.0368234042563612 41
"10045" 0.514736775589103 0.561011845415719 0.269003670859837 0.0467997690208508 27
"10047" 0.575447452165112 0.537048351453069 0.219487095363169 0.0389831594395785 48
"10049" 0.477150945405014 0.466103967898043 0.148562408750515 0.0414162633583958 78
"10050" 0.441759725422608 0.40734327586985 0.199064689995632 0.0352608623147546 15
"10051" 0.509941271455488 0.564038881694307 0.223582390883968 0.0463679837134366 40
"10055" 0.619461677895008 0.5289453670567 0.157230114052681 0.039146863250626 27
"10060" 0.558665782127974 0.571348340357067 0.19946410301593 0.0331365933756695 123
"10062" 0.412594350265901 0.415059514396915 0.171467891994847 0.0288860464340767 10
"10066" 0.630968758365274 0.553683436736802 0.151416540335416 0.0321312735437636 71
"10067" 0.570528703751214 0.494202756298981 0.208562005555942 0.0317721836231467 74
"10069" 0.602080252443901 0.602877714015831 0.224217921418099 0.0434583308400249 71
"10071" 0.493993625982886 0.522845706822675 0.198172726713496 0.0400058570325459 83
"10072" 0.512906730403162 0.566330504975702 0.19214885349444 0.0457729025639469 150
"10073" 0.61265478106229 0.582815785721636 0.156383732954632 0.0409399926631188 16
"10079" 0.479125654214104 0.522517846410191 0.175657982099636 0.0316736879508705 15
"10080" 0.60851541920998 0.553406022150851 0.194188004728094 0.0226545821291595 10
"10082" 0.520692564162382 0.519754997192358 0.19045528376416 0.0467475554625687 10
"10091" 0.492444383143327 0.431759368222265 0.199078940634259 0.0445484807993822 12
"10092" 0.513592243058582 0.534854290452541 0.171566362362909 0.0384686747730574 11
"10096" 0.507889190707425 0.507665945205285 0.194027862127207 0.0400305134880789 71
"10097" 0.572964802810845 0.579753558739928 0.191175053289974 0.0567176582629847 114
"10098" 0.663707019277149 0.561574586533028 0.216472037708121 0.0266905285523341 153
"10099" 0.63006236218101 0.568070372349079 0.14841348937712 0.056207725231219 60
"10102" 0.587156073806923 0.577759682489597 0.17292630777765 0.0373272125138559 14
