"drug" "test.cindex" "train.cindex" "testindex.sd" "trainindex.sd" "genecount"
"10001" 0.567758048686994 0.665382815225897 0.0553013924590373 0.00819369459303438 27
"10002" 0.501503788340833 0.622198158366182 0.0986334424934509 0.0130937577503498 19
"10003" 0.505197973086249 0.583499690565552 0.151923450707033 0.0149493058231221 12
"10004" 0.600792080050286 0.722988662641466 0.103462817932063 0.00616445766199901 49
"10006" 0.507454848592684 0.724982714562253 0.132809574197255 0.00976609940953266 69
"10008" 0.533137095934526 0.797585852032454 0.103074295103283 0.0114687302320671 115
"10011" 0.636924990639989 0.872196654589071 0.090390738271588 0.00926445714836044 151
"10013" 0.57430183980785 0.73632611398221 0.130100683255122 0.0163718306467422 59
"10014" 0.615697533899469 0.801873916171097 0.110102149571518 0.0086966238590127 100
"10017" 0.567917515575445 0.637711525437523 0.0784296124396711 0.0082083063169989 22
"10018" 0.570668365058469 0.794285848864527 0.0448117457434806 0.00931761039850378 96
"10020" 0.512106453503821 0.831270905601676 0.0838886795950582 0.00773332873241332 146
"10021" 0.595028639675587 0.91805963440816 0.106307497011141 0.0107056754902482 218
"10023" 0.591239770030819 0.752285283291589 0.107668815014974 0.0147009594119198 73
"10024" 0.507094029821277 0.992917761406631 0.0996313350107794 0.00601169338080342 312
"10027" 0.536128974648903 0.844917701169376 0.0782717125941849 0.00604809927548258 142
"10028" 0.545778236693083 0.659274370082559 0.0818521428967331 0.00893191486082639 33
"10036" 0.579362701712075 0.810773007275592 0.0889698492677974 0.0112773322343963 120
"10037" 0.559980208664206 0.666137097672044 0.125143178105237 0.011679336803412 35
"10038" 0.471942256724458 0.644616213393087 0.0802611028068422 0.00921929083170798 38
"10040" 0.527172154611118 0.974153620111355 0.102655481685361 0.0136539359918251 288
"10041" 0.62054087451767 0.793964871533095 0.088516520539137 0.0106199058953645 78
"10042" 0.589084103346305 0.695727827339718 0.0638430072246034 0.00643314787854893 41
"10045" 0.525036556653187 0.62844197415532 0.114686570918514 0.0152012535782586 27
"10047" 0.569241470646514 0.711309953497628 0.0867384139603441 0.00893394789038642 48
"10049" 0.596538418483455 0.762733357654166 0.122130199301454 0.00937642934412306 78
"10050" 0.520492353848862 0.601471601102427 0.121266295029429 0.0131390206931626 15
"10051" 0.47239235432625 0.666211933793792 0.075113476020644 0.0163181773953098 40
"10055" 0.534668648924353 0.639791091336683 0.07318287799964 0.0109653652476961 27
"10060" 0.581870282248728 0.810800720704463 0.0624998550791432 0.00778817231954265 123
"10062" 0.493972175763323 0.572066839171788 0.102482772096248 0.0145069709915497 10
"10066" 0.567284405613511 0.728568833919316 0.11704437487493 0.013753925226781 71
"10067" 0.570646104410925 0.749733241350844 0.0797477687653751 0.010555589391072 74
"10069" 0.548349625523813 0.765234448892411 0.106864419607591 0.00981964000542713 71
"10071" 0.601233862221065 0.779325950755066 0.0835491553117447 0.00607962307426725 83
"10072" 0.564232751065734 0.854023429078239 0.128082474037715 0.0115880131379884 150
"10073" 0.565019704320394 0.643031598924789 0.0733970960062283 0.00746738587739722 16
"10079" 0.56602771376502 0.600629707798017 0.0594738993297165 0.00857835383966801 15
"10080" 0.552272728099656 0.593975153565917 0.0813782182419793 0.0133141278236078 10
"10082" 0.474803846128781 0.559316653118 0.110624043659338 0.0188053531250608 10
"10091" 0.46829953549423 0.570878087356448 0.116832034205098 0.0128708700869951 12
"10092" 0.519926320799665 0.573793894996395 0.0925682248601043 0.0122291934215459 11
"10096" 0.586191426339111 0.764576493230035 0.122140362617951 0.0115977671068984 71
"10097" 0.557932045963225 0.810027023540811 0.111384311864298 0.00905121891644816 114
"10098" 0.614119776166387 0.86724875281211 0.0904539855866619 0.0149598609260803 153
"10099" 0.556733190029983 0.719105421220668 0.0981049378541129 0.0106787741656566 60
"10102" 0.554747095401519 0.613639224824678 0.109416752970697 0.0120739102958899 14
"10103" 0.539838268209568 0.996361283321409 0.0760495785701926 0.00357698876267012 370
"10104" 0.498744323780525 0.57696795064855 0.111283524634521 0.0144477585949152 18
"10114" 0.541267776275057 0.792797612125338 0.101864118534591 0.00924452980233419 109
"10115" 0.52728469159262 0.675332927208678 0.0598514489656598 0.0100879712877887 42
"10117" 0.501606798717479 0.557035930118993 0.111187902146345 0.0164200312124928 10
"10120" 0.550394124436701 0.780633736747789 0.101097867430972 0.0113671492717143 96
"10125" 0.580771248060117 0.854692344929326 0.108391928315922 0.0118888758086329 147
"10126" 0.60756967950298 0.717103671745237 0.0825543022012962 0.0122079010245454 43
"10127" 0.610057598465359 0.8787410543841 0.108655649182034 0.0113921411569595 163
"10128" 0.594402658525072 0.741924180192298 0.12736109678253 0.0101436557296893 66
"10129" 0.542319577616422 0.665782136659888 0.111061737595704 0.01567983072907 32
"10130" 0.546006316849602 0.634259920836081 0.0983685287704654 0.0114715422106585 26
"10132" 0.547176460887304 0.759511100112789 0.0778856253873158 0.0112443893968935 96
"10133" 0.583199112669903 0.6719298675263 0.0993415360031326 0.0121232064266322 36
"10135" 0.570142789390171 0.79723944057054 0.136849596252054 0.0139760636162361 108
"10136" 0.557545924254866 0.664522049932607 0.072789400045882 0.00983059748937052 40
"10138" 0.598345625742673 0.856801508317944 0.0976724691556019 0.00947217207818615 150
"10141" 0.578438581039682 0.956899727279238 0.101657232650419 0.0314304982444222 262
"10143" 0.576279709624952 0.671236816959418 0.0591649011004303 0.00854354710254143 30
"10150" 0.541129223921816 0.683553606365709 0.0589893013589719 0.00712103235687697 35
"10151" 0.590119837004798 0.916376769884218 0.0779346062623903 0.0134136889845143 215
"10152" 0.589810492777523 0.763594247610473 0.0820509652457646 0.0130092828494132 69
"10157" 0.60906133345227 0.886893945369791 0.102756845667724 0.00706151226268185 189
"10158" 0.537324811185941 0.645257109071411 0.069347867218176 0.0117445913287287 23
"10159" 0.581311648322163 0.80820150578092 0.0941748749722753 0.0071314890473423 96
"10160" 0.632727034938509 0.663542088952699 0.0602042734399152 0.0105181186523417 10
"10165" 0.570168995585339 0.766727453975545 0.100306705731308 0.0132124187052794 70
"10166" 0.578876801312736 0.81266197685056 0.088837598612921 0.0130348018667246 120
"10167" 0.570419225519122 0.749817574383041 0.0999379944000552 0.00959180855866174 78
"10168" 0.53248257727652 0.646417828263287 0.0940515459715001 0.0113001802270835 41
"10169" 0.563772173113317 0.766203535459532 0.146391155255064 0.0121041012539356 81
"10172" 0.601059541680172 0.630715829327411 0.0967052724775173 0.0116000441730795 15
"10175" 0.63243019655584 0.966776132633581 0.0574305766470776 0.00614869062223761 265
"10176" 0.595319567297087 0.845397877288006 0.0574753497334784 0.00779891807891344 140
"10177" 0.517578561826176 0.67375446007324 0.109110752988795 0.0168789039702236 37
"10180" 0.594503099117642 0.810271649464664 0.0851350823089303 0.00821150137557391 108
"10181" 0.550557034064955 0.654279184844504 0.0695554165338253 0.0145071015854605 21
"10182" 0.566936847353143 0.805258817529916 0.0716895138868411 0.00887054744909407 113
"10187" 0.549129852640831 0.700663283542801 0.0979520379816733 0.0110232841663771 59
"10189" 0.627584663736738 0.920405173132079 0.0953576865884975 0.00552127729501269 188
"10192" 0.581904570125657 0.971265854675352 0.0747526717115875 0.00792888365049833 269
"10194" 0.56054291180599 0.632200637520184 0.0996886956249114 0.017088037720234 12
"10198" 0.547845629811235 0.803854323913409 0.121463268670587 0.0129388585771894 110
"10206" 0.482464062229367 0.697209761226222 0.0773039394231386 0.00663922577462915 64
"10207" 0.583272043831173 0.84817068482765 0.109831172241066 0.0113754655698117 148
"10209" 0.626581340326052 0.736705515406846 0.0780544168483534 0.00772265229762318 51
"10210" 0.553075152444496 0.725110815434876 0.0938668692625648 0.00914619408811454 75
"10213" 0.581923358783491 0.767201330740002 0.106512394917363 0.00811493162895101 84
"10215" 0.515822285351361 0.647776378976624 0.0519285555298169 0.0113216615383309 28
"10220" 0.572962097260103 0.921588273493463 0.0797630236290243 0.00499060204776427 205
"10225" 0.53476542287921 0.590951171886673 0.0576561057512781 0.0116068071316789 11
"10226" 0.543058947530042 0.672970327962697 0.091689919683351 0.0148492307912125 30
"10228" 0.552213961342132 0.744429204865267 0.0920224866954572 0.00933210340146791 68
"10230" 0.497401827219338 0.975765136529183 0.0751281254782476 0.0311053387292361 335
"10232" 0.544135356962082 0.775457267081199 0.105368073755358 0.0123246679026244 78
"10234" 0.539389715506638 0.595459467753582 0.0782338265257265 0.013678448716094 11
"10241" 0.586903186945736 0.659067408341659 0.0777536458570835 0.00988440806190659 23
"10255" 0.600282190384117 0.750190927886494 0.0958703147019453 0.00897456994486325 64
"10263" 0.53505807051272 0.607584686921988 0.0684755965208987 0.00963176865030235 11
"10267" 0.591397513513796 0.646831027229905 0.0534639591411222 0.00950988580492976 14
"10270" 0.498977221991383 0.596444077319025 0.159187469790257 0.0213988198996977 10
"10273" 0.515745761916235 0.633037827541062 0.0960923666581749 0.0112606045886818 18
"10279" 0.55559363682942 0.618347684805497 0.081877201615955 0.00591173618492161 13
"10281" 0.554211733721169 0.614588865443029 0.0586380018432086 0.0113430233793048 13
"10282" 0.547228784550966 0.613714638157118 0.128001364909575 0.0117067985561743 13
"10284" 0.511920965566463 0.613332451382271 0.138068092958152 0.0205968644544039 14
"10285" 0.601998648834464 0.861479250527165 0.0928397920590032 0.0134565180543312 159
"10289" 0.487422536953271 0.61998982474015 0.0713668088352119 0.0147428224348917 19
"10304" 0.541809199660051 0.707528660643916 0.106155333057388 0.01147908555823 48
"10310" 0.550533524048479 0.608486814269795 0.0874383625441614 0.0114486338715071 11
"10311" 0.51591120097416 0.599957112179976 0.10743651506722 0.0174289192391301 11
"10313" 0.52333377163685 0.606478752456924 0.124033150292842 0.0133465966775898 11
"10318" 0.594264786961106 0.676884181042781 0.0941193609628376 0.010729242070505 28
"10336" 0.585808072367709 0.655428168714443 0.118692233272503 0.0157100602778028 13
"10337" 0.503591740061381 0.639267161008066 0.109782401457964 0.0115441805403093 23
"10340" 0.57101982137552 0.701559415967373 0.100715769628578 0.0114717539074439 47
